"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"20.11.2020","90,365","90,338","90,464","90,094","","0,03%"
"19.11.2020","90,338","90,182","90,560","90,158","","0,17%"
"18.11.2020","90,182","90,450","90,642","89,765","","-0,30%"
"17.11.2020","90,450","90,249","90,981","90,217","","0,22%"
"16.11.2020","90,249","91,606","91,606","90,222","","-1,48%"
"13.11.2020","91,606","91,297","91,889","91,170","","0,34%"
"12.11.2020","91,297","90,812","91,450","90,575","","0,53%"
"11.11.2020","90,812","90,404","90,842","89,647","","0,45%"
"10.11.2020","90,404","90,247","90,777","89,957","","0,17%"
"09.11.2020","90,247","91,966","92,020","89,805","","-1,87%"
"06.11.2020","91,966","91,048","92,485","91,048","","1,01%"
"05.11.2020","91,048","92,888","92,890","90,752","","-1,98%"
"03.11.2020","92,888","93,720","93,720","92,701","","-0,89%"
"02.11.2020","93,720","92,609","94,108","92,609","","1,20%"
"30.10.2020","92,609","92,078","92,876","91,982","","0,58%"
"29.10.2020","92,078","93,033","93,386","91,887","","-1,03%"
"28.10.2020","93,033","91,245","93,077","91,141","","1,96%"
"27.10.2020","91,245","90,310","91,310","90,192","","1,04%"
"26.10.2020","90,310","90,306","90,514","89,852","","0,00%"
"23.10.2020","90,306","90,522","90,739","90,137","","-0,24%"
"22.10.2020","90,522","90,988","91,448","90,315","","-0,51%"
"21.10.2020","90,988","91,463","91,572","90,976","","-0,52%"
"20.10.2020","91,463","91,395","92,167","91,395","","0,07%"
"19.10.2020","91,395","91,244","91,673","91,066","","0,17%"
"16.10.2020","91,244","91,405","91,787","91,122","","-0,18%"
"15.10.2020","91,405","91,210","91,812","91,200","","0,21%"
"14.10.2020","91,210","90,470","91,319","90,470","","0,82%"
"13.10.2020","90,470","91,114","91,223","90,365","","-0,71%"
"12.10.2020","91,114","90,810","91,157","90,735","","0,33%"
"09.10.2020","90,810","90,993","91,183","90,520","","-0,20%"
"08.10.2020","90,993","91,824","91,855","90,857","","-0,91%"
"07.10.2020","91,824","92,070","92,331","91,671","","-0,27%"
"06.10.2020","92,070","92,038","92,666","91,649","","0,03%"
"05.10.2020","92,038","91,625","92,742","91,300","","0,45%"
"02.10.2020","91,625","90,826","92,224","90,826","","0,88%"
"01.10.2020","90,826","91,032","91,143","90,565","","-0,23%"
"30.09.2020","91,032","92,859","93,111","90,926","","-1,97%"
"29.09.2020","92,859","92,193","93,302","91,998","","0,72%"
"28.09.2020","92,193","90,932","92,408","90,809","","1,39%"
"25.09.2020","90,932","89,965","91,248","89,557","","1,07%"
"24.09.2020","89,965","89,850","90,212","89,604","","0,13%"
"23.09.2020","89,850","89,116","89,982","89,110","","0,82%"
"22.09.2020","89,116","89,620","89,685","89,017","","-0,56%"
"21.09.2020","89,620","89,690","90,381","89,550","","-0,08%"
"18.09.2020","89,690","89,120","89,744","88,845","","0,64%"
"17.09.2020","89,120","88,560","89,155","88,368","","0,63%"
"16.09.2020","88,560","88,843","89,058","88,397","","-0,32%"
"15.09.2020","88,843","89,270","89,543","88,710","","-0,48%"
"14.09.2020","89,270","88,845","89,636","88,421","","0,48%"
"11.09.2020","88,845","88,871","89,000","88,535","","-0,03%"
"10.09.2020","88,871","88,960","89,467","88,782","","-0,10%"
"09.09.2020","88,960","89,879","89,900","88,880","","-1,02%"
"08.09.2020","89,879","89,557","90,255","89,413","","0,36%"
"07.09.2020","89,557","89,250","90,073","89,228","","0,34%"
