nominal;data;curs;cdx
1;15.09.2023;96,1609;Äמככאנ ÑØÀ
1;14.09.2023;95,9794;Äמככאנ ÑØÀ
1;13.09.2023;94,7035;Äמככאנ ÑØÀ
1;12.09.2023;96,5083;Äמככאנ ÑØÀ
1;09.09.2023;97,9241;Äמככאנ ÑØÀ
1;08.09.2023;98,1961;Äמככאנ ÑØÀ
1;07.09.2023;97,8439;Äמככאנ ÑØÀ
1;06.09.2023;97,5383;Äמככאנ ÑØÀ
1;05.09.2023;96,6199;Äמככאנ ÑØÀ
1;02.09.2023;96,3411;Äמככאנ ÑØÀ
1;01.09.2023;96,3344;Äמככאנ ÑØÀ
1;31.08.2023;95,9283;Äמככאנ ÑØÀ
1;30.08.2023;95,7070;Äמככאנ ÑØÀ
1;29.08.2023;95,4717;Äמככאנ ÑØÀ
1;26.08.2023;94,7117;Äמככאנ ÑØÀ
1;25.08.2023;94,4007;Äמככאנ ÑØÀ
1;24.08.2023;94,4421;Äמככאנ ÑØÀ
1;23.08.2023;94,1185;Äמככאנ ÑØÀ
1;22.08.2023;94,1424;Äמככאנ ÑØÀ
1;19.08.2023;93,4047;Äמככאנ ÑØÀ
1;18.08.2023;93,7460;Äמככאנ ÑØÀ
1;17.08.2023;96,7045;Äמככאנ ÑØÀ
1;16.08.2023;97,4217;Äמככאנ ÑØÀ
1;15.08.2023;101,0399;Äמככאנ ÑØÀ
1;12.08.2023;98,2066;Äמככאנ ÑØÀ
1;11.08.2023;97,2794;Äמככאנ ÑØÀ
1;10.08.2023;97,3999;Äמככאנ ÑØÀ
1;09.08.2023;96,0755;Äמככאנ ÑØÀ
1;08.08.2023;96,5668;Äמככאנ ÑØÀ
1;05.08.2023;94,8076;Äמככאנ ÑØÀ
1;04.08.2023;93,7792;Äמככאנ ÑØÀ
1;03.08.2023;92,8410;Äמככאנ ÑØÀ
1;02.08.2023;91,7755;Äמככאנ ÑØÀ
1;01.08.2023;91,5923;Äמככאנ ÑØÀ
1;29.07.2023;90,9783;Äמככאנ ÑØÀ
1;28.07.2023;90,0225;Äמככאנ ÑØÀ
1;27.07.2023;90,0468;Äמככאנ ÑØÀ
1;26.07.2023;90,0945;Äמככאנ ÑØÀ
1;25.07.2023;90,4890;Äמככאנ ÑØÀ
1;22.07.2023;90,3846;Äמככאנ ÑØÀ
1;21.07.2023;90,8545;Äמככאנ ÑØÀ
1;20.07.2023;91,2046;Äמככאנ ÑØÀ
1;19.07.2023;90,6906;Äמככאנ ÑØÀ
1;18.07.2023;90,4217;Äמככאנ ÑØÀ
1;15.07.2023;90,1190;Äמככאנ ÑØÀ
1;14.07.2023;90,1757;Äמככאנ ÑØÀ
1;13.07.2023;90,6253;Äמככאנ ÑØÀ
1;12.07.2023;90,5045;Äמככאנ ÑØÀ
1;11.07.2023;91,4931;Äמככאנ ÑØÀ
1;08.07.2023;91,6879;Äמככאנ ÑØÀ
1;07.07.2023;92,5695;Äמככאנ ÑØÀ
1;06.07.2023;90,3380;Äמככאנ ÑØÀ
1;05.07.2023;89,5450;Äמככאנ ÑØÀ
1;04.07.2023;89,3255;Äמככאנ ÑØÀ
1;01.07.2023;88,3844;Äמככאנ ÑØÀ
1;30.06.2023;87,0341;Äמככאנ ÑØÀ
1;29.06.2023;85,6192;Äמככאנ ÑØÀ
1;28.06.2023;85,0504;Äמככאנ ÑØÀ
1;27.06.2023;84,6642;Äמככאנ ÑØÀ
1;24.06.2023;84,0793;Äמככאנ ÑØÀ
1;23.06.2023;83,6077;Äמככאנ ÑØÀ
1;22.06.2023;84,2467;Äמככאנ ÑØÀ
1;21.06.2023;84,2336;Äמככאנ ÑØÀ
1;20.06.2023;83,9866;Äמככאנ ÑØÀ
1;17.06.2023;83,6498;Äמככאנ ÑØÀ
1;16.06.2023;83,9611;Äמככאנ ÑØÀ
1;15.06.2023;84,3249;Äמככאנ ÑØÀ
1;14.06.2023;83,6405;Äמככאנ ÑØÀ
1;10.06.2023;82,6417;Äמככאנ ÑØÀ
1;09.06.2023;82,0930;Äמככאנ ÑØÀ
1;08.06.2023;81,4581;Äמככאנ ÑØÀ
1;07.06.2023;81,2502;Äמככאנ ÑØÀ
1;06.06.2023;81,3294;Äמככאנ ÑØÀ
1;03.06.2023;80,8756;Äמככאנ ÑØÀ
1;02.06.2023;80,9657;Äמככאנ ÑØÀ
1;01.06.2023;80,9942;Äמככאנ ÑØÀ
1;31.05.2023;80,6872;Äמככאנ ÑØÀ
1;30.05.2023;80,0555;Äמככאנ ÑØÀ
1;27.05.2023;79,9667;Äמככאנ ÑØÀ
1;26.05.2023;79,9841;Äמככאנ ÑØÀ
1;25.05.2023;79,9669;Äמככאנ ÑØÀ
1;24.05.2023;80,1665;Äמככאנ ÑØÀ
1;23.05.2023;79,9379;Äמככאנ ÑØÀ
1;20.05.2023;79,9093;Äמככאנ ÑØÀ
1;19.05.2023;80,0366;Äמככאנ ÑØÀ
1;18.05.2023;80,7642;Äמככאנ ÑØÀ
1;17.05.2023;79,9798;Äמככאנ ÑØÀ
1;16.05.2023;79,1004;Äמככאנ ÑØÀ
1;13.05.2023;77,2041;Äמככאנ ÑØÀ
1;12.05.2023;75,8846;Äמככאנ ÑØÀ
1;11.05.2023;76,6929;Äמככאנ ÑØÀ
1;06.05.2023;76,8207;Äמככאנ ÑØÀ
1;05.05.2023;78,6139;Äמככאנ ÑØÀ
1;04.05.2023;79,3071;Äמככאנ ÑØÀ
1;03.05.2023;79,9609;Äמככאנ ÑØÀ
1;29.04.2023;80,5093;Äמככאנ ÑØÀ
1;28.04.2023;81,5601;Äמככאנ ÑØÀ
1;27.04.2023;81,6274;Äמככאנ ÑØÀ
1;26.04.2023;81,5499;Äמככאנ ÑØÀ
1;25.04.2023;81,2745;Äמככאנ ÑØÀ
1;22.04.2023;81,4863;Äמככאנ ÑØÀ
1;21.04.2023;81,6188;Äמככאנ ÑØÀ
1;20.04.2023;81,6549;Äמככאנ ÑØÀ
1;19.04.2023;81,6028;Äמככאנ ÑØÀ
1;18.04.2023;81,6279;Äמככאנ ÑØÀ
1;15.04.2023;81,5045;Äמככאנ ÑØÀ
1;14.04.2023;81,6758;Äמככאנ ÑØÀ
1;13.04.2023;82,0934;Äמככאנ ÑØÀ
1;12.04.2023;82,1799;Äמככאנ ÑØÀ
1;11.04.2023;81,7441;Äמככאנ ÑØÀ
1;08.04.2023;82,3988;Äמככאנ ÑØÀ
1;07.04.2023;80,6713;Äמככאנ ÑØÀ
1;06.04.2023;79,4961;Äמככאנ ÑØÀ
1;05.04.2023;79,3563;Äמככאנ ÑØÀ
1;04.04.2023;77,9510;Äמככאנ ÑØÀ
1;01.04.2023;77,3233;Äמככאנ ÑØÀ
1;31.03.2023;77,0863;Äמככאנ ÑØÀ
1;30.03.2023;76,9781;Äמככאנ ÑØÀ
1;29.03.2023;76,5939;Äמככאנ ÑØÀ
1;28.03.2023;76,5662;Äמככאנ ÑØÀ
1;25.03.2023;76,4479;Äמככאנ ÑØÀ
1;24.03.2023;76,3072;Äמככאנ ÑØÀ
1;23.03.2023;76,9561;Äמככאנ ÑØÀ
1;22.03.2023;76,8373;Äמככאנ ÑØÀ
1;21.03.2023;77,2422;Äמככאנ ÑØÀ
1;18.03.2023;76,6044;Äמככאנ ÑØÀ
1;17.03.2023;76,4095;Äמככאנ ÑØÀ
1;16.03.2023;75,7457;Äמככאנ ÑØÀ
1;15.03.2023;75,1927;Äמככאנ ÑØÀ
1;14.03.2023;75,4609;Äמככאנ ÑØÀ
1;11.03.2023;75,9406;Äמככאנ ÑØÀ
1;10.03.2023;75,9028;Äמככאנ ÑØÀ
1;08.03.2023;75,4577;Äמככאנ ÑØÀ
1;07.03.2023;75,4728;Äמככאנ ÑØÀ
1;04.03.2023;75,4592;Äמככאנ ÑØÀ
1;03.03.2023;75,4729;Äמככאנ ÑØÀ
1;02.03.2023;75,2513;Äמככאנ ÑØÀ
1;01.03.2023;74,8932;Äמככאנ ÑØÀ
1;28.02.2023;75,4323;Äמככאנ ÑØÀ
1;23.02.2023;74,7087;Äמככאנ ÑØÀ
1;22.02.2023;74,8596;Äמככאנ ÑØÀ
1;21.02.2023;74,0432;Äמככאנ ÑØÀ
1;18.02.2023;74,7588;Äמככאנ ÑØÀ
1;17.02.2023;74,7638;Äמככאנ ÑØÀ
1;16.02.2023;74,2077;Äמככאנ ÑØÀ
1;15.02.2023;73,8645;Äמככאנ ÑØÀ
1;14.02.2023;73,6307;Äמככאנ ÑØÀ
1;11.02.2023;72,7923;Äמככאנ ÑØÀ
1;10.02.2023;72,8949;Äמככאנ ÑØÀ
1;09.02.2023;71,5763;Äמככאנ ÑØÀ
1;08.02.2023;70,8924;Äמככאנ ÑØÀ
1;07.02.2023;70,5991;Äמככאנ ÑØÀ
1;04.02.2023;70,3847;Äמככאנ ÑØÀ
1;03.02.2023;70,0414;Äמככאנ ÑØÀ
1;02.02.2023;70,1217;Äמככאנ ÑØÀ
1;01.02.2023;70,5174;Äמככאנ ÑØÀ
1;31.01.2023;69,5927;Äמככאנ ÑØÀ
1;28.01.2023;69,3372;Äמככאנ ÑØÀ
1;27.01.2023;69,1263;Äמככאנ ÑØÀ
1;26.01.2023;68,9573;Äמככאנ ÑØÀ
1;25.01.2023;68,7529;Äמככאנ ÑØÀ
1;24.01.2023;68,6288;Äמככאנ ÑØÀ
1;21.01.2023;68,6656;Äמככאנ ÑØÀ
1;20.01.2023;68,8467;Äמככאנ ÑØÀ
1;19.01.2023;68,8728;Äמככאנ ÑØÀ
1;18.01.2023;68,6644;Äמככאנ ÑØÀ
1;17.01.2023;68,2892;Äמככאנ ÑØÀ
1;14.01.2023;67,5744;Äמככאנ ÑØÀ
1;13.01.2023;67,7775;Äמככאנ ÑØÀ
1;12.01.2023;69,0202;Äמככאנ ÑØÀ
1;11.01.2023;69,6094;Äמככאנ ÑØÀ
1;10.01.2023;70,3002;Äמככאנ ÑØÀ
1;31.12.2022;70,3375;Äמככאנ ÑØÀ
1;30.12.2022;71,9778;Äמככאנ ÑØÀ
1;29.12.2022;71,3261;Äמככאנ ÑØÀ
1;28.12.2022;69,9346;Äמככאנ ÑØÀ
1;27.12.2022;68,4487;Äמככאנ ÑØÀ
1;24.12.2022;68,6760;Äמככאנ ÑØÀ
1;23.12.2022;72,1306;Äמככאנ ÑØÀ
1;22.12.2022;70,5256;Äמככאנ ÑØÀ
1;21.12.2022;69,0037;Äמככאנ ÑØÀ
1;20.12.2022;66,3474;Äמככאנ ÑØÀ
1;17.12.2022;64,6078;Äמככאנ ÑØÀ
1;16.12.2022;64,3015;Äמככאנ ÑØÀ
1;15.12.2022;63,3590;Äמככאנ ÑØÀ
1;14.12.2022;63,2120;Äמככאנ ÑØÀ
1;13.12.2022;62,7674;Äמככאנ ÑØÀ
1;10.12.2022;62,3813;Äמככאנ ÑØÀ
1;09.12.2022;62,5722;Äמככאנ ÑØÀ
1;08.12.2022;62,9372;Äמככאנ ÑØÀ
1;07.12.2022;62,9103;Äמככאנ ÑØÀ
1;06.12.2022;62,1849;Äמככאנ ÑØÀ
1;03.12.2022;61,7749;Äמככאנ ÑØÀ
1;02.12.2022;61,1479;Äמככאנ ÑØÀ
1;01.12.2022;60,8803;Äמככאנ ÑØÀ
1;30.11.2022;61,0742;Äמככאנ ÑØÀ
1;29.11.2022;60,7520;Äמככאנ ÑØÀ
1;26.11.2022;60,4797;Äמככאנ ÑØÀ
1;25.11.2022;60,3866;Äמככאנ ÑØÀ
1;24.11.2022;60,5043;Äמככאנ ÑØÀ
1;23.11.2022;60,6566;Äמככאנ ÑØÀ
1;22.11.2022;60,7379;Äמככאנ ÑØÀ
1;19.11.2022;60,3741;Äמככאנ ÑØÀ
1;18.11.2022;60,3894;Äמככאנ ÑØÀ
1;17.11.2022;60,3484;Äמככאנ ÑØÀ
1;16.11.2022;60,3116;Äמככאנ ÑØÀ
1;15.11.2022;60,3982;Äמככאנ ÑØÀ
1;12.11.2022;60,2179;Äמככאנ ÑØÀ
1;11.11.2022;61,2434;Äמככאנ ÑØÀ
1;10.11.2022;61,0611;Äמככאנ ÑØÀ
1;09.11.2022;60,9774;Äמככאנ ÑØÀ
1;08.11.2022;61,2367;Äמככאנ ÑØÀ
1;04.11.2022;62,0955;Äמככאנ ÑØÀ
1;03.11.2022;61,6175;Äמככאנ ÑØÀ
1;02.11.2022;61,4275;Äמככאנ ÑØÀ
1;01.11.2022;61,6229;Äמככאנ ÑØÀ
1;29.10.2022;61,5343;Äמככאנ ÑØÀ
1;28.10.2022;61,3589;Äמככאנ ÑØÀ
1;27.10.2022;61,4277;Äמככאנ ÑØÀ
1;26.10.2022;61,3326;Äמככאנ ÑØÀ
1;25.10.2022;61,1629;Äמככאנ ÑØÀ
1;22.10.2022;61,1958;Äמככאנ ÑØÀ
1;21.10.2022;61,5018;Äמככאנ ÑØÀ
1;20.10.2022;61,5905;Äמככאנ ÑØÀ
1;19.10.2022;61,7032;Äמככאנ ÑØÀ
1;18.10.2022;61,7634;Äמככאנ ÑØÀ
1;15.10.2022;63,0558;Äמככאנ ÑØÀ
1;14.10.2022;63,4917;Äמככאנ ÑØÀ
1;13.10.2022;63,7559;Äמככאנ ÑØÀ
1;12.10.2022;63,6840;Äמככאנ ÑØÀ
1;11.10.2022;62,3126;Äמככאנ ÑØÀ
1;08.10.2022;61,2475;Äמככאנ ÑØÀ
1;07.10.2022;60,2534;Äמככאנ ÑØÀ
1;06.10.2022;59,4043;Äמככאנ ÑØÀ
1;05.10.2022;58,7913;Äמככאנ ÑØÀ
1;04.10.2022;57,5664;Äמככאנ ÑØÀ
1;01.10.2022;55,2987;Äמככאנ ÑØÀ
1;30.09.2022;57,4130;Äמככאנ ÑØÀ
1;29.09.2022;58,4485;Äמככאנ ÑØÀ
1;28.09.2022;58,1756;Äמככאנ ÑØÀ
1;27.09.2022;57,9990;Äמככאנ ÑØÀ
1;24.09.2022;58,1006;Äמככאנ ÑØÀ
1;23.09.2022;59,8318;Äמככאנ ÑØÀ
1;22.09.2022;60,8685;Äמככאנ ÑØÀ
1;21.09.2022;60,0158;Äמככאנ ÑØÀ
1;20.09.2022;60,1662;Äמככאנ ÑØÀ
1;17.09.2022;60,0316;Äמככאנ ÑØÀ
1;16.09.2022;59,6663;Äמככאנ ÑØÀ
1;15.09.2022;59,7751;Äמככאנ ÑØÀ
1;14.09.2022;60,0676;Äמככאנ ÑØÀ
1;13.09.2022;60,4568;Äמככאנ ÑØÀ
1;10.09.2022;60,4696;Äמככאנ ÑØÀ
1;09.09.2022;60,8010;Äמככאנ ÑØÀ
1;08.09.2022;61,1814;Äמככאנ ÑØÀ
1;07.09.2022;60,8544;Äמככאנ ÑØÀ
1;06.09.2022;60,9033;Äמככאנ ÑØÀ
1;03.09.2022;60,3713;Äמככאנ ÑØÀ
1;02.09.2022;60,2370;Äמככאנ ÑØÀ
1;01.09.2022;60,2386;Äמככאנ ÑØÀ
1;31.08.2022;60,3677;Äמככאנ ÑØÀ
1;30.08.2022;60,3636;Äמככאנ ÑØÀ
1;27.08.2022;60,0924;Äמככאנ ÑØÀ
1;26.08.2022;59,7699;Äמככאנ ÑØÀ
1;25.08.2022;59,9974;Äמככאנ ÑØÀ
1;24.08.2022;59,8963;Äמככאנ ÑØÀ
1;23.08.2022;59,7419;Äמככאנ ÑØÀ
1;20.08.2022;59,1321;Äמככאנ ÑØÀ
1;19.08.2022;59,9570;Äמככאנ ÑØÀ
1;18.08.2022;60,7552;Äמככאנ ÑØÀ
1;17.08.2022;61,4247;Äמככאנ ÑØÀ
1;16.08.2022;61,3747;Äמככאנ ÑØÀ
1;13.08.2022;60,8993;Äמככאנ ÑØÀ
1;12.08.2022;60,6229;Äמככאנ ÑØÀ
1;11.08.2022;60,4542;Äמככאנ ÑØÀ
1;10.08.2022;60,3814;Äמככאנ ÑØÀ
1;09.08.2022;60,3164;Äמככאנ ÑØÀ
1;06.08.2022;60,3696;Äמככאנ ÑØÀ
1;05.08.2022;60,2580;Äמככאנ ÑØÀ
1;04.08.2022;60,2374;Äמככאנ ÑØÀ
1;03.08.2022;60,1595;Äמככאנ ÑØÀ
1;02.08.2022;62,0506;Äמככאנ ÑØÀ
1;30.07.2022;61,3101;Äמככאנ ÑØÀ
1;29.07.2022;60,2031;Äמככאנ ÑØÀ
1;28.07.2022;60,2198;Äמככאנ ÑØÀ
1;27.07.2022;58,6605;Äמככאנ ÑØÀ
1;26.07.2022;57,7821;Äמככאנ ÑØÀ
1;23.07.2022;57,3917;Äמככאנ ÑØÀ
1;22.07.2022;56,4783;Äמככאנ ÑØÀ
1;21.07.2022;54,8491;Äמככאנ ÑØÀ
1;20.07.2022;55,4370;Äמככאנ ÑØÀ
1;19.07.2022;56,5616;Äמככאנ ÑØÀ
1;16.07.2022;57,8323;Äמככאנ ÑØÀ
1;15.07.2022;58,2568;Äמככאנ ÑØÀ
1;14.07.2022;58,5322;Äמככאנ ÑØÀ
1;13.07.2022;58,8541;Äמככאנ ÑØÀ
1;12.07.2022;61,3045;Äמככאנ ÑØÀ
1;09.07.2022;61,2664;Äמככאנ ÑØÀ
1;08.07.2022;63,1427;Äמככאנ ÑØÀ
1;07.07.2022;62,9110;Äמככאנ ÑØÀ
1;06.07.2022;58,5118;Äמככאנ ÑØÀ
1;05.07.2022;55,0858;Äמככאנ ÑØÀ
1;02.07.2022;53,7676;Äמככאנ ÑØÀ
1;01.07.2022;52,5123;Äמככאנ ÑØÀ
1;30.06.2022;51,1580;Äמככאנ ÑØÀ
1;29.06.2022;52,9699;Äמככאנ ÑØÀ
1;28.06.2022;53,3641;Äמככאנ ÑØÀ
1;25.06.2022;53,3234;Äמככאנ ÑØÀ
1;24.06.2022;53,3578;Äמככאנ ÑØÀ
1;23.06.2022;53,2788;Äמככאנ ÑØÀ
1;22.06.2022;54,7081;Äמככאנ ÑØÀ
1;21.06.2022;56,1727;Äמככאנ ÑØÀ
1;18.06.2022;56,7101;Äמככאנ ÑØÀ
1;17.06.2022;56,8691;Äמככאנ ÑØÀ
1;16.06.2022;56,6624;Äמככאנ ÑØÀ
1;15.06.2022;57,0926;Äמככאנ ÑØÀ
1;11.06.2022;57,7780;Äמככאנ ÑØÀ
1;10.06.2022;58,3895;Äמככאנ ÑØÀ
1;09.06.2022;60,2282;Äמככאנ ÑØÀ
1;08.06.2022;60,9565;Äמככאנ ÑØÀ
1;07.06.2022;61,1094;Äמככאנ ÑØÀ
1;04.06.2022;61,9659;Äמככאנ ÑØÀ
1;03.06.2022;61,5750;Äמככאנ ÑØÀ
1;02.06.2022;61,4733;Äמככאנ ÑØÀ
1;01.06.2022;61,6069;Äמככאנ ÑØÀ
1;31.05.2022;63,0975;Äמככאנ ÑØÀ
1;28.05.2022;66,4029;Äמככאנ ÑØÀ
1;27.05.2022;62,0495;Äמככאנ ÑØÀ
1;26.05.2022;56,2996;Äמככאנ ÑØÀ
1;25.05.2022;56,9690;Äמככאנ ÑØÀ
1;24.05.2022;58,2087;Äמככאנ ÑØÀ
1;21.05.2022;58,8862;Äמככאנ ÑØÀ
1;20.05.2022;62,4031;Äמככאנ ÑØÀ
1;19.05.2022;63,5643;Äמככאנ ÑØÀ
1;18.05.2022;63,5428;Äמככאנ ÑØÀ
1;17.05.2022;63,4445;Äמככאנ ÑØÀ
1;14.05.2022;63,7799;Äמככאנ ÑØÀ
1;13.05.2022;65,7916;Äמככאנ ÑØÀ
1;12.05.2022;68,8389;Äמככאנ ÑØÀ
1;07.05.2022;67,3843;Äמככאנ ÑØÀ
1;06.05.2022;66,2378;Äמככאנ ÑØÀ
1;05.05.2022;69,4160;Äמככאנ ÑØÀ
1;30.04.2022;71,0237;Äמככאנ ÑØÀ
1;29.04.2022;72,2953;Äמככאנ ÑØÀ
1;28.04.2022;72,8764;Äמככאנ ÑØÀ
1;27.04.2022;72,7089;Äמככאנ ÑØÀ
1;26.04.2022;73,3611;Äמככאנ ÑØÀ
1;23.04.2022;73,5050;Äמככאנ ÑØÀ
1;22.04.2022;74,9990;Äמככאנ ÑØÀ
1;21.04.2022;77,0809;Äמככאנ ÑØÀ
1;20.04.2022;79,0287;Äמככאנ ÑØÀ
1;19.04.2022;79,4529;Äמככאנ ÑØÀ
1;16.04.2022;80,0437;Äמככאנ ÑØÀ
1;15.04.2022;81,2880;Äמככאנ ÑØÀ
1;14.04.2022;79,8471;Äמככאנ ÑØÀ
1;13.04.2022;79,6274;Äמככאנ ÑØÀ
1;12.04.2022;79,1596;Äמככאנ ÑØÀ
1;09.04.2022;74,8501;Äמככאנ ÑØÀ
1;08.04.2022;76,2547;Äמככאנ ÑØÀ
1;07.04.2022;82,5962;Äמככאנ ÑØÀ
1;06.04.2022;83,3520;Äמככאנ ÑØÀ
1;05.04.2022;83,5932;Äמככאנ ÑØÀ
1;02.04.2022;83,4285;Äמככאנ ÑØÀ
1;01.04.2022;83,4097;Äמככאנ ÑØÀ
1;31.03.2022;84,0851;Äמככאנ ÑØÀ
1;30.03.2022;86,2843;Äמככאנ ÑØÀ
1;29.03.2022;93,7125;Äמככאנ ÑØÀ
1;26.03.2022;95,6618;Äמככאנ ÑØÀ
1;25.03.2022;96,0458;Äמככאנ ÑØÀ
1;24.03.2022;103,1618;Äמככאנ ÑØÀ
1;23.03.2022;104,0741;Äמככאנ ÑØÀ
1;22.03.2022;104,6819;Äמככאנ ÑØÀ
1;19.03.2022;103,9524;Äמככאנ ÑØÀ
1;18.03.2022;104,8012;Äמככאנ ÑØÀ
1;17.03.2022;108,0521;Äמככאנ ÑØÀ
1;16.03.2022;111,4823;Äמככאנ ÑØÀ
1;15.03.2022;115,1963;Äמככאנ ÑØÀ
1;12.03.2022;116,7517;Äמככאנ ÑØÀ
1;11.03.2022;120,3785;Äמככאנ ÑØÀ
1;10.03.2022;116,0847;Äמככאנ ÑØÀ
1;06.03.2022;105,8124;Äמככאנ ÑØÀ
1;05.03.2022;105,8124;Äמככאנ ÑØÀ
1;04.03.2022;111,7564;Äמככאנ ÑØÀ
1;03.03.2022;103,2487;Äמככאנ ÑØÀ
1;02.03.2022;91,7457;Äמככאנ ÑØÀ
1;01.03.2022;93,5589;Äמככאנ ÑØÀ
1;26.02.2022;83,5485;Äמככאנ ÑØÀ
1;25.02.2022;86,9288;Äמככאנ ÑØÀ
1;23.02.2022;80,4194;Äמככאנ ÑØÀ
1;22.02.2022;76,7671;Äמככאנ ÑØÀ
1;19.02.2022;75,7619;Äמככאנ ÑØÀ
1;18.02.2022;75,7527;Äמככאנ ÑØÀ
1;17.02.2022;75,0141;Äמככאנ ÑØÀ
1;16.02.2022;76,1660;Äמככאנ ÑØÀ
1;15.02.2022;76,5762;Äמככאנ ÑØÀ
1;12.02.2022;74,9867;Äמככאנ ÑØÀ
1;11.02.2022;74,7241;Äמככאנ ÑØÀ
1;10.02.2022;74,8015;Äמככאנ ÑØÀ
1;09.02.2022;75,3042;Äמככאנ ÑØÀ
1;08.02.2022;75,6806;Äמככאנ ÑØÀ
1;05.02.2022;76,0509;Äמככאנ ÑØÀ
1;04.02.2022;76,6501;Äמככאנ ÑØÀ
1;03.02.2022;76,4849;Äמככאנ ÑØÀ
1;02.02.2022;77,1302;Äמככאנ ÑØÀ
1;01.02.2022;77,4702;Äמככאנ ÑØÀ
1;29.01.2022;77,8174;Äמככאנ ÑØÀ
1;28.01.2022;78,9470;Äמככאנ ÑØÀ
1;27.01.2022;78,9437;Äמככאנ ÑØÀ
1;26.01.2022;78,6422;Äמככאנ ÑØÀ
1;25.01.2022;77,3649;Äמככאנ ÑØÀ
1;22.01.2022;76,6903;Äמככאנ ÑØÀ
1;21.01.2022;76,4408;Äמככאנ ÑØÀ
1;20.01.2022;76,8697;Äמככאנ ÑØÀ
1;19.01.2022;76,3347;Äמככאנ ÑØÀ
1;18.01.2022;76,0404;Äמככאנ ÑØÀ
1;15.01.2022;75,7668;Äמככאנ ÑØÀ
1;14.01.2022;74,5686;Äמככאנ ÑØÀ
1;13.01.2022;74,5277;Äמככאנ ÑØÀ
1;12.01.2022;74,8355;Äמככאנ ÑØÀ
1;11.01.2022;75,1315;Äמככאנ ÑØÀ
1;31.12.2021;74,2926;Äמככאנ ÑØÀ
1;30.12.2021;73,6514;Äמככאנ ÑØÀ
1;29.12.2021;73,4959;Äמככאנ ÑØÀ
1;28.12.2021;73,2329;Äמככאנ ÑØÀ
1;25.12.2021;73,1886;Äמככאנ ÑØÀ
1;24.12.2021;73,3583;Äמככאנ ÑØÀ
1;23.12.2021;73,7901;Äמככאנ ÑØÀ
1;22.12.2021;73,8206;Äמככאנ ÑØÀ
1;21.12.2021;74,2947;Äמככאנ ÑØÀ
1;18.12.2021;73,7330;Äמככאנ ÑØÀ
1;17.12.2021;73,5708;Äמככאנ ÑØÀ
1;16.12.2021;73,8510;Äמככאנ ÑØÀ
1;15.12.2021;73,4698;Äמככאנ ÑØÀ
1;14.12.2021;73,4107;Äמככאנ ÑØÀ
1;11.12.2021;73,6059;Äמככאנ ÑØÀ
1;10.12.2021;73,5998;Äמככאנ ÑØÀ
1;09.12.2021;73,8453;Äמככאנ ÑØÀ
1;08.12.2021;74,1399;Äמככאנ ÑØÀ
1;07.12.2021;73,6694;Äמככאנ ÑØÀ
1;04.12.2021;73,7426;Äמככאנ ÑØÀ
1;03.12.2021;74,0637;Äמככאנ ÑØÀ
1;02.12.2021;73,9746;Äמככאנ ÑØÀ
1;01.12.2021;74,8926;Äמככאנ ÑØÀ
1;30.11.2021;74,9818;Äמככאנ ÑØÀ
1;27.11.2021;75,5873;Äמככאנ ÑØÀ
1;26.11.2021;74,6004;Äמככאנ ÑØÀ
1;25.11.2021;74,3726;Äמככאנ ÑØÀ
1;24.11.2021;74,8327;Äמככאנ ÑØÀ
1;23.11.2021;73,4506;Äמככאנ ÑØÀ
1;20.11.2021;72,7617;Äמככאנ ÑØÀ
1;19.11.2021;72,6022;Äמככאנ ÑØÀ
1;18.11.2021;72,8228;Äמככאנ ÑØÀ
1;17.11.2021;72,5553;Äמככאנ ÑØÀ
1;16.11.2021;72,2724;Äמככאנ ÑØÀ
1;13.11.2021;71,8118;Äמככאנ ÑØÀ
1;12.11.2021;71,1964;Äמככאנ ÑØÀ
1;11.11.2021;70,6950;Äמככאנ ÑØÀ
1;10.11.2021;71,2866;Äמככאנ ÑØÀ
1;09.11.2021;71,3975;Äמככאנ ÑØÀ
1;04.11.2021;71,4876;Äמככאנ ÑØÀ
1;03.11.2021;71,4783;Äמככאנ ÑØÀ
1;02.11.2021;71,0863;Äמככאנ ÑØÀ
1;30.10.2021;70,5200;Äמככאנ ÑØÀ
1;29.10.2021;70,5207;Äמככאנ ÑØÀ
1;28.10.2021;69,8104;Äמככאנ ÑØÀ
1;27.10.2021;69,5526;Äמככאנ ÑØÀ
1;26.10.2021;70,1345;Äמככאנ ÑØÀ
1;23.10.2021;70,8623;Äמככאנ ÑØÀ
1;22.10.2021;70,9904;Äמככאנ ÑØÀ
1;21.10.2021;71,0555;Äמככאנ ÑØÀ
1;20.10.2021;70,9674;Äמככאנ ÑØÀ
1;19.10.2021;71,1714;Äמככאנ ÑØÀ
1;16.10.2021;71,2371;Äמככאנ ÑØÀ
1;15.10.2021;71,7846;Äמככאנ ÑØÀ
1;14.10.2021;71,8577;Äמככאנ ÑØÀ
1;13.10.2021;71,8801;Äמככאנ ÑØÀ
1;12.10.2021;71,6373;Äמככאנ ÑØÀ
1;09.10.2021;71,9882;Äמככאנ ÑØÀ
1;08.10.2021;72,2854;Äמככאנ ÑØÀ
1;07.10.2021;72,5682;Äמככאנ ÑØÀ
1;06.10.2021;72,5686;Äמככאנ ÑØÀ
1;05.10.2021;72,9239;Äמככאנ ÑØÀ
1;02.10.2021;72,9215;Äמככאנ ÑØÀ
